hcp_id,product,year_month,num_prescriptions,total_units
HCP00123,Painrelief,2023-10,2,90
HCP00123,Diabetreat,2023-11,3,168
HCP00123,Painrelief,2023-11,2,72
HCP00123,Diabetreat,2023-12,2,164
HCP00123,Painrelief,2023-12,2,72
HCP00123,Diabetreat,2024-01,1,40
HCP00123,Painrelief,2024-01,2,156
HCP00123,Diabetreat,2024-02,3,222
HCP00123,Painrelief,2024-02,3,192
HCP00123,Diabetreat,2024-03,3,162
HCP00123,Painrelief,2024-03,2,130
HCP00123,Diabetreat,2024-04,2,74
HCP00123,Painrelief,2024-04,3,189
HCP00123,Diabetreat,2024-05,4,328
HCP00123,Painrelief,2024-05,3,183
HCP00123,Diabetreat,2024-06,3,183
HCP00123,Painrelief,2024-06,3,153
HCP00123,Diabetreat,2024-07,2,166
HCP00123,Painrelief,2024-07,2,110
HCP00123,Diabetreat,2024-08,4,272
HCP00123,Painrelief,2024-08,3,192
HCP00123,Diabetreat,2024-09,2,98
HCP00123,Painrelief,2024-09,2,148
HCP00123,Diabetreat,2024-10,3,261
HCP00123,Painrelief,2024-10,4,128
HCP00123,Diabetreat,2024-11,3,165
HCP00123,Painrelief,2024-11,2,86
HCP00123,Diabetreat,2024-12,2,120
HCP00123,Painrelief,2024-12,1,72
HCP00124,Cardiofix,2023-01,3,231
HCP00124,Diabetreat,2023-01,2,130
HCP00124,Neuroheal,2023-01,2,92
HCP00124,Painrelief,2023-01,3,165
HCP00124,Cardiofix,2023-02,3,201
HCP00124,Diabetreat,2023-02,3,102
HCP00124,Neuroheal,2023-02,3,267
HCP00124,Painrelief,2023-02,6,366
HCP00124,Cardiofix,2023-03,3,135
HCP00124,Diabetreat,2023-03,3,168
HCP00124,Neuroheal,2023-03,2,152
HCP00124,Painrelief,2023-03,3,132
HCP00124,Cardiofix,2023-04,6,402
HCP00124,Diabetreat,2023-04,3,252
HCP00124,Neuroheal,2023-04,1,37
HCP00124,Painrelief,2023-04,3,165
HCP00124,Cardiofix,2023-05,5,420
HCP00124,Diabetreat,2023-05,4,128
HCP00124,Neuroheal,2023-05,2,112
HCP00124,Painrelief,2023-05,5,415
HCP00124,Cardiofix,2023-06,4,284
HCP00124,Diabetreat,2023-06,3,264
HCP00124,Neuroheal,2023-06,4,260
HCP00124,Painrelief,2023-06,6,222
HCP00124,Cardiofix,2023-07,3,240
HCP00124,Diabetreat,2023-07,1,74
HCP00124,Neuroheal,2023-07,3,264
HCP00124,Painrelief,2023-07,3,201
HCP00124,Cardiofix,2023-08,2,60
HCP00124,Diabetreat,2023-08,3,237
HCP00124,Neuroheal,2023-08,5,230
HCP00124,Painrelief,2023-08,4,140
HCP00124,Cardiofix,2023-09,3,183
HCP00124,Diabetreat,2023-09,3,231
HCP00124,Neuroheal,2023-09,3,159
HCP00124,Painrelief,2023-09,2,158
HCP00124,Cardiofix,2023-10,5,170
HCP00124,Diabetreat,2023-10,3,177
HCP00124,Neuroheal,2023-10,3,207
HCP00124,Painrelief,2023-10,4,328
HCP00124,Cardiofix,2023-11,5,155
HCP00124,Diabetreat,2023-11,4,228
HCP00124,Neuroheal,2023-11,3,204
HCP00124,Painrelief,2023-11,6,270
HCP00124,Cardiofix,2023-12,4,276
HCP00124,Diabetreat,2023-12,4,180
HCP00124,Neuroheal,2023-12,4,348
HCP00124,Painrelief,2023-12,4,180
HCP00124,Cardiofix,2024-01,3,138
HCP00124,Diabetreat,2024-01,2,124
HCP00124,Neuroheal,2024-01,2,94
HCP00124,Painrelief,2024-01,4,264
HCP00124,Cardiofix,2024-02,2,166
HCP00124,Diabetreat,2024-02,1,82
HCP00124,Neuroheal,2024-02,2,114
HCP00124,Painrelief,2024-02,3,228
HCP00124,Cardiofix,2024-03,6,306
HCP00124,Diabetreat,2024-03,4,168
HCP00124,Neuroheal,2024-03,4,252
HCP00124,Painrelief,2024-03,5,280
HCP00124,Cardiofix,2024-04,6,306
HCP00124,Diabetreat,2024-04,4,228
HCP00124,Neuroheal,2024-04,2,118
HCP00124,Painrelief,2024-04,4,140
HCP00124,Cardiofix,2024-05,3,165
HCP00124,Diabetreat,2024-05,2,170
HCP00124,Neuroheal,2024-05,2,68
HCP00124,Painrelief,2024-05,3,186
HCP00124,Cardiofix,2024-06,2,92
HCP00124,Diabetreat,2024-06,1,31
HCP00124,Neuroheal,2024-06,2,170
HCP00124,Painrelief,2024-06,3,267
HCP00124,Cardiofix,2024-07,3,138
HCP00124,Diabetreat,2024-07,1,78
HCP00124,Neuroheal,2024-07,2,118
HCP00124,Painrelief,2024-07,2,64
HCP00124,Cardiofix,2024-08,4,224
HCP00124,Diabetreat,2024-08,2,138
HCP00124,Neuroheal,2024-08,4,192
HCP00124,Painrelief,2024-08,4,296
HCP00124,Cardiofix,2024-09,2,62
HCP00124,Diabetreat,2024-09,2,92
HCP00124,Neuroheal,2024-09,2,120
HCP00124,Painrelief,2024-09,2,148
HCP00124,Cardiofix,2024-10,3,231
HCP00124,Diabetreat,2024-10,1,69
HCP00124,Neuroheal,2024-10,1,86
HCP00124,Painrelief,2024-10,2,138
HCP00124,Cardiofix,2024-11,4,340
HCP00124,Diabetreat,2024-11,3,150
HCP00124,Neuroheal,2024-11,3,267
HCP00124,Painrelief,2024-11,5,160
HCP00124,Cardiofix,2024-12,4,168
HCP00124,Diabetreat,2024-12,3,96
HCP00124,Neuroheal,2024-12,3,207
HCP00124,Painrelief,2024-12,5,240
HCP00125,Diabetreat,2023-01,4,296
HCP00125,Neuroheal,2023-01,2,104
HCP00125,Painrelief,2023-01,1,56
HCP00125,Diabetreat,2023-02,7,623
HCP00125,Neuroheal,2023-02,4,164
HCP00125,Painrelief,2023-02,3,246
HCP00125,Diabetreat,2023-03,6,474
HCP00125,Neuroheal,2023-03,3,204
HCP00125,Painrelief,2023-03,4,220
HCP00125,Diabetreat,2023-04,5,395
HCP00125,Neuroheal,2023-04,2,138
HCP00125,Painrelief,2023-04,2,90
HCP00125,Diabetreat,2023-05,5,395
HCP00125,Neuroheal,2023-05,3,144
HCP00125,Painrelief,2023-05,4,292
HCP00125,Diabetreat,2023-06,4,176
HCP00125,Neuroheal,2023-06,3,147
HCP00125,Painrelief,2023-06,2,178
HCP00125,Diabetreat,2023-07,8,504
HCP00125,Neuroheal,2023-07,3,213
HCP00125,Painrelief,2023-07,4,304
HCP00125,Diabetreat,2023-08,5,310
HCP00125,Neuroheal,2023-08,4,264
HCP00125,Painrelief,2023-08,3,126
HCP00125,Diabetreat,2023-09,9,288
HCP00125,Neuroheal,2023-09,2,80
HCP00125,Painrelief,2023-09,3,129
HCP00125,Diabetreat,2023-10,8,680
HCP00125,Neuroheal,2023-10,3,249
HCP00125,Painrelief,2023-10,2,178
HCP00125,Diabetreat,2023-11,6,192
HCP00125,Neuroheal,2023-11,4,140
HCP00125,Painrelief,2023-11,3,123
HCP00125,Diabetreat,2023-12,8,600
HCP00125,Neuroheal,2023-12,3,174
HCP00125,Painrelief,2023-12,3,102
HCP00125,Diabetreat,2024-01,6,390
HCP00125,Neuroheal,2024-01,3,186
HCP00125,Painrelief,2024-01,4,312
HCP00125,Diabetreat,2024-02,7,434
HCP00125,Neuroheal,2024-02,2,152
HCP00125,Painrelief,2024-02,2,104
HCP00125,Diabetreat,2024-03,5,400
HCP00125,Neuroheal,2024-03,2,76
HCP00125,Painrelief,2024-03,1,64
HCP00125,Diabetreat,2024-04,7,602
HCP00125,Neuroheal,2024-04,4,296
HCP00125,Painrelief,2024-04,3,189
HCP00125,Diabetreat,2024-05,5,335
HCP00125,Neuroheal,2024-05,3,162
HCP00125,Painrelief,2024-05,2,172
HCP00125,Diabetreat,2024-06,8,720
HCP00125,Neuroheal,2024-06,3,264
HCP00125,Painrelief,2024-06,3,267
HCP00125,Diabetreat,2024-07,5,250
HCP00125,Neuroheal,2024-07,4,348
HCP00125,Painrelief,2024-07,3,141
HCP00125,Diabetreat,2024-08,5,185
HCP00125,Neuroheal,2024-08,2,114
HCP00125,Painrelief,2024-08,2,162
HCP00125,Diabetreat,2024-09,6,540
HCP00125,Neuroheal,2024-09,3,255
HCP00125,Painrelief,2024-09,3,198
HCP00125,Diabetreat,2024-10,5,390
HCP00125,Neuroheal,2024-10,4,320
HCP00125,Painrelief,2024-10,4,268
HCP00125,Diabetreat,2024-11,7,448
HCP00125,Neuroheal,2024-11,2,82
HCP00125,Painrelief,2024-11,3,147
HCP00125,Diabetreat,2024-12,9,387
HCP00125,Neuroheal,2024-12,3,225
HCP00125,Painrelief,2024-12,2,106
HCP00126,Diabetreat,2023-01,2,90
HCP00126,Painrelief,2023-01,1,73
HCP00126,Diabetreat,2023-02,3,153
HCP00126,Neuroheal,2023-02,1,61
HCP00126,Painrelief,2023-02,2,134
HCP00126,Diabetreat,2023-03,2,80
HCP00126,Neuroheal,2023-03,1,39
HCP00126,Painrelief,2023-03,2,178
HCP00126,Diabetreat,2023-04,1,72
HCP00126,Neuroheal,2023-04,2,86
HCP00126,Painrelief,2023-04,3,150
HCP00126,Diabetreat,2023-05,2,126
HCP00126,Neuroheal,2023-05,2,148
HCP00126,Painrelief,2023-05,3,255
HCP00126,Diabetreat,2023-06,1,47
HCP00126,Neuroheal,2023-06,1,33
HCP00126,Painrelief,2023-06,2,168
HCP00126,Diabetreat,2023-07,3,228
HCP00126,Neuroheal,2023-07,1,34
HCP00126,Painrelief,2023-07,3,144
HCP00126,Diabetreat,2023-08,2,128
HCP00126,Neuroheal,2023-08,1,78
HCP00126,Painrelief,2023-08,2,62
HCP00126,Diabetreat,2023-09,2,84
HCP00126,Neuroheal,2023-09,2,148
HCP00126,Painrelief,2023-09,4,232
HCP00126,Diabetreat,2023-10,4,200
HCP00126,Neuroheal,2023-10,1,50
HCP00126,Painrelief,2023-10,3,183
HCP00126,Diabetreat,2023-11,3,156
HCP00126,Neuroheal,2023-11,1,37
HCP00126,Painrelief,2023-11,2,162
HCP00126,Diabetreat,2023-12,1,30
HCP00126,Neuroheal,2023-12,1,82
HCP00126,Painrelief,2023-12,3,129
HCP00126,Diabetreat,2024-01,2,86
HCP00126,Neuroheal,2024-01,1,48
HCP00126,Painrelief,2024-01,3,246
HCP00126,Diabetreat,2024-02,3,159
HCP00126,Neuroheal,2024-02,1,37
HCP00126,Painrelief,2024-02,3,228
HCP00126,Diabetreat,2024-03,3,228
HCP00126,Neuroheal,2024-03,1,64
HCP00126,Painrelief,2024-03,4,352
HCP00126,Diabetreat,2024-04,3,228
HCP00126,Neuroheal,2024-04,1,90
HCP00126,Painrelief,2024-04,2,126
HCP00126,Diabetreat,2024-05,1,84
HCP00126,Neuroheal,2024-05,1,85
HCP00126,Painrelief,2024-05,1,42
HCP00126,Diabetreat,2024-06,2,172
HCP00126,Neuroheal,2024-06,2,120
HCP00126,Painrelief,2024-06,2,98
HCP00126,Diabetreat,2024-07,3,231
HCP00126,Neuroheal,2024-07,2,74
HCP00126,Painrelief,2024-07,4,212
HCP00126,Diabetreat,2024-08,1,54
HCP00126,Neuroheal,2024-08,1,41
HCP00126,Painrelief,2024-08,2,118
HCP00126,Diabetreat,2024-09,1,66
HCP00126,Neuroheal,2024-09,1,80
HCP00126,Painrelief,2024-09,2,142
HCP00126,Diabetreat,2024-10,2,176
HCP00126,Neuroheal,2024-10,1,56
HCP00126,Painrelief,2024-10,4,320
HCP00126,Diabetreat,2024-11,3,165
HCP00126,Neuroheal,2024-11,1,48
HCP00126,Painrelief,2024-11,3,114
HCP00126,Diabetreat,2024-12,3,93
HCP00126,Neuroheal,2024-12,1,87
HCP00126,Painrelief,2024-12,3,150
HCP00127,Diabetreat,2023-01,5,325
HCP00127,Immunoboost,2023-01,1,43
HCP00127,Painrelief,2023-01,1,83
HCP00127,Diabetreat,2023-02,5,340
HCP00127,Immunoboost,2023-02,2,126
HCP00127,Painrelief,2023-02,1,55
HCP00127,Diabetreat,2023-03,4,296
HCP00127,Neuroheal,2023-03,1,65
HCP00127,Immunoboost,2023-03,1,54
HCP00127,Painrelief,2023-03,1,76
HCP00127,Diabetreat,2023-04,11,869
HCP00127,Neuroheal,2023-04,2,124
HCP00127,Immunoboost,2023-04,1,66
HCP00127,Painrelief,2023-04,1,63
HCP00127,Diabetreat,2023-05,6,534
HCP00127,Neuroheal,2023-05,1,63
HCP00127,Immunoboost,2023-05,1,83
HCP00127,Painrelief,2023-05,1,74
HCP00127,Diabetreat,2023-06,5,250
HCP00127,Neuroheal,2023-06,2,78
HCP00127,Immunoboost,2023-06,2,154
HCP00127,Painrelief,2023-06,2,160
HCP00127,Diabetreat,2023-07,5,420
HCP00127,Neuroheal,2023-07,1,62
HCP00127,Immunoboost,2023-07,1,37
HCP00127,Painrelief,2023-07,1,55
HCP00127,Diabetreat,2023-08,10,440
HCP00127,Neuroheal,2023-08,1,42
HCP00127,Immunoboost,2023-08,1,83
HCP00127,Painrelief,2023-08,1,55
HCP00127,Diabetreat,2023-09,4,120
HCP00127,Neuroheal,2023-09,1,83
HCP00127,Immunoboost,2023-09,1,37
HCP00127,Painrelief,2023-09,1,45
HCP00127,Diabetreat,2023-10,8,432
HCP00127,Immunoboost,2023-10,1,54
HCP00127,Painrelief,2023-10,1,41
HCP00127,Diabetreat,2023-11,8,584
HCP00127,Neuroheal,2023-11,1,32
HCP00127,Immunoboost,2023-11,1,47
HCP00127,Painrelief,2023-11,1,77
HCP00127,Diabetreat,2023-12,10,540
HCP00127,Neuroheal,2023-12,1,76
HCP00127,Immunoboost,2023-12,2,60
HCP00127,Painrelief,2023-12,1,60
HCP00127,Diabetreat,2024-01,7,273
HCP00127,Neuroheal,2024-01,1,40
HCP00127,Immunoboost,2024-01,2,150
HCP00127,Painrelief,2024-01,1,37
HCP00127,Diabetreat,2024-02,11,627
HCP00127,Neuroheal,2024-02,1,77
HCP00127,Immunoboost,2024-02,2,156
HCP00127,Painrelief,2024-02,1,47
HCP00127,Diabetreat,2024-03,7,455
HCP00127,Neuroheal,2024-03,2,62
HCP00127,Immunoboost,2024-03,1,43
HCP00127,Painrelief,2024-03,2,66
HCP00127,Diabetreat,2024-04,7,287
HCP00127,Neuroheal,2024-04,1,57
HCP00127,Immunoboost,2024-04,1,89
HCP00127,Painrelief,2024-04,1,38
HCP00127,Diabetreat,2024-05,7,616
HCP00127,Neuroheal,2024-05,2,68
HCP00127,Immunoboost,2024-05,1,55
HCP00127,Painrelief,2024-05,2,96
HCP00127,Diabetreat,2024-06,6,192
HCP00127,Neuroheal,2024-06,1,75
HCP00127,Immunoboost,2024-06,1,84
HCP00127,Painrelief,2024-06,1,67
HCP00127,Diabetreat,2024-07,10,420
HCP00127,Neuroheal,2024-07,2,140
HCP00127,Immunoboost,2024-07,1,40
HCP00127,Painrelief,2024-07,1,44
HCP00127,Diabetreat,2024-08,8,488
HCP00127,Neuroheal,2024-08,2,94
HCP00127,Immunoboost,2024-08,1,33
HCP00127,Painrelief,2024-08,2,70
HCP00127,Diabetreat,2024-09,9,387
HCP00127,Neuroheal,2024-09,1,77
HCP00127,Immunoboost,2024-09,1,54
HCP00127,Painrelief,2024-09,2,78
HCP00127,Diabetreat,2024-10,8,560
HCP00127,Neuroheal,2024-10,1,75
HCP00127,Immunoboost,2024-10,1,31
HCP00127,Painrelief,2024-10,2,118
HCP00127,Diabetreat,2024-11,9,351
HCP00127,Neuroheal,2024-11,1,42
HCP00127,Immunoboost,2024-11,3,246
HCP00127,Painrelief,2024-11,2,148
HCP00127,Diabetreat,2024-12,10,750
HCP00127,Neuroheal,2024-12,1,45
HCP00127,Immunoboost,2024-12,2,92
HCP00127,Painrelief,2024-12,1,77
HCP00128,Neuroheal,2023-01,1,35
HCP00128,Immunoboost,2023-01,1,73
HCP00128,Painrelief,2023-01,2,140
HCP00128,Cardiofix,2023-02,1,80
HCP00128,Neuroheal,2023-02,1,75
HCP00128,Immunoboost,2023-02,2,74
HCP00128,Painrelief,2023-02,3,195
HCP00128,Cardiofix,2023-03,1,71
HCP00128,Neuroheal,2023-03,1,46
HCP00128,Painrelief,2023-03,2,92
HCP00128,Cardiofix,2023-04,1,80
HCP00128,Neuroheal,2023-04,2,76
HCP00128,Painrelief,2023-04,1,88
HCP00128,Cardiofix,2023-05,1,82
HCP00128,Neuroheal,2023-05,1,64
HCP00128,Immunoboost,2023-05,1,34
HCP00128,Painrelief,2023-05,2,70
HCP00128,Cardiofix,2023-06,1,86
HCP00128,Neuroheal,2023-06,1,51
HCP00128,Painrelief,2023-06,1,63
HCP00128,Neuroheal,2023-07,1,88
HCP00128,Immunoboost,2023-07,1,78
HCP00128,Painrelief,2023-07,2,68
HCP00128,Neuroheal,2023-08,1,46
HCP00128,Immunoboost,2023-08,1,76
HCP00128,Painrelief,2023-08,2,84
HCP00128,Cardiofix,2023-09,1,31
HCP00128,Neuroheal,2023-09,1,54
HCP00128,Immunoboost,2023-09,1,33
HCP00128,Painrelief,2023-09,3,150
HCP00128,Cardiofix,2023-10,1,69
HCP00128,Neuroheal,2023-10,1,43
HCP00128,Painrelief,2023-10,1,56
HCP00128,Cardiofix,2023-11,1,54
HCP00128,Immunoboost,2023-11,1,32
HCP00128,Painrelief,2023-11,1,68
HCP00128,Cardiofix,2023-12,1,37
HCP00128,Neuroheal,2023-12,1,68
HCP00128,Immunoboost,2023-12,2,126
HCP00128,Painrelief,2023-12,1,46
HCP00128,Cardiofix,2024-01,2,168
HCP00128,Neuroheal,2024-01,1,72
HCP00128,Immunoboost,2024-01,2,164
HCP00128,Painrelief,2024-01,3,114
HCP00128,Cardiofix,2024-02,2,158
HCP00128,Neuroheal,2024-02,2,90
HCP00128,Immunoboost,2024-02,1,48
HCP00128,Painrelief,2024-02,3,147
HCP00128,Cardiofix,2024-03,1,37
HCP00128,Neuroheal,2024-03,1,45
HCP00128,Immunoboost,2024-03,1,79
HCP00128,Painrelief,2024-03,4,352
HCP00128,Cardiofix,2024-04,1,58
HCP00128,Neuroheal,2024-04,2,178
HCP00128,Immunoboost,2024-04,2,168
HCP00128,Painrelief,2024-04,2,64
HCP00128,Neuroheal,2024-05,1,75
HCP00128,Immunoboost,2024-05,2,148
HCP00128,Painrelief,2024-05,4,132
HCP00128,Neuroheal,2024-06,1,55
HCP00128,Immunoboost,2024-06,1,30
HCP00128,Painrelief,2024-06,3,96
HCP00128,Cardiofix,2024-07,1,52
HCP00128,Neuroheal,2024-07,1,36
HCP00128,Immunoboost,2024-07,1,74
HCP00128,Painrelief,2024-07,1,81
HCP00128,Cardiofix,2024-08,1,38
HCP00128,Neuroheal,2024-08,1,86
HCP00128,Immunoboost,2024-08,2,84
HCP00128,Painrelief,2024-08,2,76
HCP00128,Cardiofix,2024-09,1,72
HCP00128,Neuroheal,2024-09,1,36
HCP00128,Immunoboost,2024-09,1,47
HCP00128,Painrelief,2024-09,2,70
HCP00128,Cardiofix,2024-10,1,41
HCP00128,Neuroheal,2024-10,1,53
HCP00128,Painrelief,2024-10,3,177
HCP00128,Cardiofix,2024-11,2,74
HCP00128,Neuroheal,2024-11,1,31
HCP00128,Immunoboost,2024-11,2,120
HCP00128,Painrelief,2024-11,1,34
HCP00128,Cardiofix,2024-12,1,89
HCP00128,Neuroheal,2024-12,1,61
HCP00128,Immunoboost,2024-12,2,158
HCP00128,Painrelief,2024-12,3,234
HCP00129,Cardiofix,2023-01,4,356
HCP00129,Diabetreat,2023-01,3,192
HCP00129,Neuroheal,2023-01,3,195
HCP00129,Painrelief,2023-01,1,54
HCP00129,Cardiofix,2023-02,4,328
HCP00129,Diabetreat,2023-02,3,150
HCP00129,Neuroheal,2023-02,3,180
HCP00129,Painrelief,2023-02,2,156
HCP00129,Cardiofix,2023-03,7,301
HCP00129,Diabetreat,2023-03,8,344
HCP00129,Neuroheal,2023-03,6,516
HCP00129,Painrelief,2023-03,4,196
HCP00129,Cardiofix,2023-04,6,516
HCP00129,Diabetreat,2023-04,5,355
HCP00129,Neuroheal,2023-04,3,204
HCP00129,Painrelief,2023-04,2,108
HCP00129,Cardiofix,2023-05,3,210
HCP00129,Diabetreat,2023-05,3,207
HCP00129,Neuroheal,2023-05,3,123
HCP00129,Painrelief,2023-05,1,41
HCP00129,Cardiofix,2023-06,7,399
HCP00129,Diabetreat,2023-06,3,138
HCP00129,Neuroheal,2023-06,4,280
HCP00129,Painrelief,2023-06,2,112
HCP00129,Cardiofix,2023-07,9,810
HCP00129,Diabetreat,2023-07,6,372
HCP00129,Neuroheal,2023-07,7,469
HCP00129,Painrelief,2023-07,2,112
HCP00129,Cardiofix,2023-08,6,408
HCP00129,Diabetreat,2023-08,5,335
HCP00129,Neuroheal,2023-08,5,390
HCP00129,Painrelief,2023-08,3,228
HCP00129,Cardiofix,2023-09,6,486
HCP00129,Diabetreat,2023-09,8,672
HCP00129,Neuroheal,2023-09,5,170
HCP00129,Painrelief,2023-09,3,120
HCP00129,Cardiofix,2023-10,6,276
HCP00129,Diabetreat,2023-10,6,510
HCP00129,Neuroheal,2023-10,5,350
HCP00129,Painrelief,2023-10,4,236
HCP00129,Cardiofix,2023-11,5,250
HCP00129,Diabetreat,2023-11,5,225
HCP00129,Neuroheal,2023-11,2,92
HCP00129,Painrelief,2023-11,2,74
HCP00129,Cardiofix,2023-12,3,219
HCP00129,Diabetreat,2023-12,4,208
HCP00129,Neuroheal,2023-12,3,231
HCP00129,Painrelief,2023-12,2,108
HCP00129,Cardiofix,2024-01,7,553
HCP00129,Diabetreat,2024-01,6,522
HCP00129,Neuroheal,2024-01,2,158
HCP00129,Painrelief,2024-01,4,288
HCP00129,Cardiofix,2024-02,6,528
HCP00129,Diabetreat,2024-02,7,231
HCP00129,Neuroheal,2024-02,5,320
HCP00129,Painrelief,2024-02,4,268
HCP00129,Cardiofix,2024-03,7,427
HCP00129,Diabetreat,2024-03,8,272
HCP00129,Neuroheal,2024-03,5,380
HCP00129,Painrelief,2024-03,3,189
HCP00129,Cardiofix,2024-04,4,312
HCP00129,Diabetreat,2024-04,7,469
HCP00129,Neuroheal,2024-04,3,99
HCP00129,Painrelief,2024-04,2,66
HCP00129,Cardiofix,2024-05,7,231
HCP00129,Diabetreat,2024-05,6,186
HCP00129,Neuroheal,2024-05,4,320
HCP00129,Painrelief,2024-05,4,152
HCP00129,Cardiofix,2024-06,7,581
HCP00129,Diabetreat,2024-06,7,308
HCP00129,Neuroheal,2024-06,4,324
HCP00129,Painrelief,2024-06,4,244
HCP00129,Cardiofix,2024-07,6,486
HCP00129,Diabetreat,2024-07,5,150
HCP00129,Neuroheal,2024-07,3,99
HCP00129,Painrelief,2024-07,2,68
HCP00129,Cardiofix,2024-08,6,462
HCP00129,Diabetreat,2024-08,8,632
HCP00129,Neuroheal,2024-08,8,648
HCP00129,Painrelief,2024-08,3,222
HCP00129,Cardiofix,2024-09,7,427
HCP00129,Diabetreat,2024-09,6,270
HCP00129,Neuroheal,2024-09,4,216
HCP00129,Painrelief,2024-09,2,140
HCP00129,Cardiofix,2024-10,5,445
HCP00129,Diabetreat,2024-10,4,212
HCP00129,Neuroheal,2024-10,3,222
HCP00129,Painrelief,2024-10,2,66
HCP00129,Cardiofix,2024-11,3,249
HCP00129,Diabetreat,2024-11,4,180
HCP00129,Neuroheal,2024-11,3,150
HCP00129,Painrelief,2024-11,2,134
HCP00129,Cardiofix,2024-12,7,567
HCP00129,Diabetreat,2024-12,6,228
HCP00129,Neuroheal,2024-12,5,355
HCP00129,Painrelief,2024-12,2,124
HCP00130,Cardiofix,2023-01,1,71
HCP00130,Diabetreat,2023-02,1,85
HCP00130,Cardiofix,2023-03,1,64
HCP00130,Diabetreat,2023-03,2,136
HCP00130,Painrelief,2023-03,1,80
HCP00130,Cardiofix,2023-04,1,86
HCP00130,Diabetreat,2023-04,1,38
HCP00130,Painrelief,2023-04,1,52
HCP00130,Diabetreat,2023-05,1,80
HCP00130,Painrelief,2023-05,1,77
HCP00130,Cardiofix,2023-06,1,58
HCP00130,Diabetreat,2023-06,1,30
HCP00130,Painrelief,2023-06,1,32
HCP00130,Cardiofix,2023-07,1,31
HCP00130,Diabetreat,2023-07,1,84
HCP00130,Painrelief,2023-07,1,49
HCP00130,Diabetreat,2023-08,1,54
HCP00130,Cardiofix,2023-09,1,32
HCP00130,Diabetreat,2023-09,1,80
HCP00130,Painrelief,2023-09,2,86
HCP00130,Cardiofix,2023-10,1,70
HCP00130,Painrelief,2023-10,1,30
HCP00130,Cardiofix,2023-11,1,87
HCP00130,Diabetreat,2023-11,1,88
HCP00130,Painrelief,2023-11,2,174
HCP00130,Cardiofix,2023-12,1,80
HCP00130,Diabetreat,2023-12,2,114
HCP00130,Painrelief,2023-12,1,74
HCP00130,Cardiofix,2024-01,2,174
HCP00130,Diabetreat,2024-01,1,33
HCP00130,Painrelief,2024-01,1,34
HCP00130,Cardiofix,2024-02,1,89
HCP00130,Diabetreat,2024-02,1,83
HCP00130,Painrelief,2024-02,1,55
HCP00130,Diabetreat,2024-03,1,70
HCP00130,Painrelief,2024-03,2,170
HCP00130,Diabetreat,2024-04,1,83
HCP00130,Painrelief,2024-04,1,36
HCP00130,Cardiofix,2024-05,1,78
HCP00130,Painrelief,2024-05,1,47
HCP00130,Cardiofix,2024-06,1,78
HCP00130,Diabetreat,2024-06,2,92
HCP00130,Painrelief,2024-06,1,35
HCP00130,Cardiofix,2024-07,1,39
HCP00130,Diabetreat,2024-07,1,32
HCP00130,Painrelief,2024-07,1,48
HCP00130,Cardiofix,2024-08,1,47
HCP00130,Diabetreat,2024-08,2,78
HCP00130,Painrelief,2024-08,1,69
HCP00130,Cardiofix,2024-09,1,51
HCP00130,Diabetreat,2024-09,1,89
HCP00130,Painrelief,2024-09,1,83
HCP00130,Cardiofix,2024-10,1,54
HCP00130,Diabetreat,2024-10,1,50
HCP00130,Painrelief,2024-10,2,90
HCP00130,Cardiofix,2024-11,1,38
HCP00130,Diabetreat,2024-11,1,48
HCP00130,Painrelief,2024-11,1,86
HCP00130,Cardiofix,2024-12,1,56
HCP00130,Diabetreat,2024-12,1,45
HCP00130,Painrelief,2024-12,1,84
HCP00131,Cardiofix,2023-01,1,68
HCP00131,Immunoboost,2023-01,1,86
HCP00131,Painrelief,2023-01,1,62
HCP00131,Cardiofix,2023-02,3,120
HCP00131,Diabetreat,2023-02,1,72
HCP00131,Immunoboost,2023-02,3,96
HCP00131,Painrelief,2023-02,1,74
HCP00131,Cardiofix,2023-03,4,236
HCP00131,Diabetreat,2023-03,1,53
HCP00131,Immunoboost,2023-03,1,58
HCP00131,Painrelief,2023-03,1,72
HCP00131,Cardiofix,2023-04,3,249
HCP00131,Diabetreat,2023-04,1,42
HCP00131,Immunoboost,2023-04,1,31
HCP00131,Painrelief,2023-04,1,72
HCP00131,Cardiofix,2023-05,2,168
HCP00131,Diabetreat,2023-05,1,42
HCP00131,Immunoboost,2023-05,1,47
HCP00131,Painrelief,2023-05,1,90
HCP00131,Cardiofix,2023-06,3,192
HCP00131,Diabetreat,2023-06,1,38
HCP00131,Immunoboost,2023-06,1,67
HCP00131,Painrelief,2023-06,1,75
HCP00131,Cardiofix,2023-07,2,64
HCP00131,Diabetreat,2023-07,2,90
HCP00131,Immunoboost,2023-07,1,54
HCP00131,Painrelief,2023-07,1,34
HCP00131,Cardiofix,2023-08,3,147
HCP00131,Diabetreat,2023-08,2,162
HCP00131,Immunoboost,2023-08,1,31
HCP00131,Painrelief,2023-08,1,46
HCP00131,Cardiofix,2023-09,2,114
HCP00131,Diabetreat,2023-09,1,49
HCP00131,Immunoboost,2023-09,1,72
HCP00131,Painrelief,2023-09,1,63
HCP00131,Cardiofix,2023-10,1,78
HCP00131,Diabetreat,2023-10,1,83
HCP00131,Immunoboost,2023-10,1,72
HCP00131,Painrelief,2023-10,1,30
HCP00131,Cardiofix,2023-11,3,156
